1,4,Как правильно ставить ударение в слове АЭРОПОРТЫ?,аэропОрты%аэропортЫ,аэропОрты,,4
2,4,Как правильно ставить ударение в слове БАНТЫ?,бАнты%бантЫ,бАнты,,6
3,4,Как правильно ставить ударение в слове БОРОДУ?,бОроду%бородУ,бОроду,,7
4,4,Как правильно ставить ударение в слове БУХГАЛТЕРОВ?,бухгАлтеров%бухгалтерОв,бухгАлтеров,,7
5,4,Как правильно ставить ударение в слове ВЕРОИСПОВЕДАНИЕ?,вероисповЕдание%вероисповедАние,вероисповЕдание,,7
6,4,Как правильно ставить ударение в слове ВОДОПРОВОД?,водопровОд%водопрОвод,водопровОд,,4
7,4,Как правильно ставить ударение в слове ГАЗОПРОВОД?,газопровОд%газопрОвод,газопровОд,,4
8,4,Как правильно ставить ударение в слове ГРАЖДАНСТВО?,граждАнство%грАжданство,граждАнство,,7
9,4,Как правильно ставить ударение в слове ДЕШЕВИЗНА?,дешевИзна%дешевизнА,дешевИзна,,7
10,4,Как правильно ставить ударение в слове ДИСПАНСЕР?,диспансЕр%диспАнсер,диспансЕр,,3
11,4,Как правильно ставить ударение в слове ДОГОВОРЕННОСТЬ?,договорЕнность%дОговоренность,договорЕнность,,5
12,4,Как правильно ставить ударение в слове ДОКУМЕНТ?,докумЕнт%докУмент,докумЕнт,,3
13,4,Как правильно ставить ударение в слове ЕРЕТИК?,еретИк%ерЕтик,еретИк,,7
14,4,Как правильно ставить ударение в слове ЖАЛЮЗИ?,жалюзИ%жАлюзи,жалюзИ,,3
15,4,Как правильно ставить ударение в слове ЗНАЧИМОСТЬ?,знАчимость%значИмость,знАчимость,,1
16,4,Как правильно ставить ударение в слове ИКСЫ?,Иксы%иксЫ,Иксы,,7
17,4,Как правильно ставить ударение в слове КАТАЛОГ?,каталОг%катАлог,каталОг,,4
18,4,Как правильно ставить ударение в слове КВАРТАЛ?,квартАл%квАртал,квартАл,,3
19,4,Как правильно ставить ударение в слове КИЛОМЕТР?,киломЕтр%килОметр,киломЕтр,,4
20,4,Как правильно ставить ударение в слове КОНУСОВ?,кОнусов%конусОв,кОнусов,,8
21,4,Как правильно ставить ударение в слове КОРЫСТЬ?,корЫсть%кОрысть,корЫсть,,7
22,4,Как правильно ставить ударение в слове КРАНЫ?,крАны%кранЫ,крАны,,7
23,4,Как правильно ставить ударение в слове КРЕМЕНЬ?,кремЕнь%крЕмень,кремЕнь,,7
24,4,Как правильно ставить ударение в слове КРЕМНЯ?,кремнЯ%крЕмня,кремнЯ,,7
25,4,Как правильно ставить ударение в слове ЛЕКТОРОВ?,лЕкторов%лекторОв,лЕкторов,,7
26,4,Как правильно ставить ударение в слове ЛЕКТОР?,лЕктор%лектОр,лЕктор,,7
27,4,Как правильно ставить ударение в слове ЛОКТЯ?,лОктя%локтЯ,лОктя,,7
28,4,Как правильно ставить ударение в слове МЕСТНОСТЕЙ?,мЕстностей%местностЕй,мЕстностей,,7
29,4,Как правильно ставить ударение в слове НАМЕРЕНИЕ?,намЕрение%намерЕние,намЕрение,,7
30,4,Как правильно ставить ударение в слове НЕДРУГ?,нЕдруг%недрУг,нЕдруг,,7
31,4,Как правильно ставить ударение в слове НЕДУГ?,недУг%нЕдуг,недУг,,7
32,4,Как правильно ставить ударение в слове НЕКРОЛОГ?,некролОг%некрОлог,некролОг,,4
33,4,Как правильно ставить ударение в слове НЕФТЕПРОВОД?,нефтепровОд%нефтепрОвод,нефтепровОд,,4
34,4,Как правильно ставить ударение в слове НОВОСТЕЙ?,новостЕй%нОвостей,новостЕй,,7
35,4,Как правильно ставить ударение в слове НОГТЯ?,нОгтя%ногтЯ,нОгтя,,7
36,4,Как правильно ставить ударение в слове ОТРОЧЕСТВО?,Отрочество%отрОчество,Отрочество,,7
37,4,Как правильно ставить ударение в слове ПАРТЕР?,партЕр%пАртер,партЕр,,3
38,4,Как правильно ставить ударение в слове ПРИДАНОЕ?,придАное%прИданое,придАное,,7
39,4,Как правильно ставить ударение в слове СВЕКЛА?,свЕкла%свеклА,свЕкла,,5
40,4,Как правильно ставить ударение в слове СИРОТЫ?,сирОты%сИроты,сирОты,,7
41,4,Как правильно ставить ударение в слове СОСРЕДОТОЧЕНИЕ?,сосредотОчение%сосредоточЕние,сосредотОчение,,7
42,4,Как правильно ставить ударение в слове СРЕДСТВА?,срЕдства%средствА,срЕдства,,6
43,4,Как правильно ставить ударение в слове ТОРТЫ?,тОрты%тортЫ,тОрты,,6
44,4,Как правильно ставить ударение в слове ТУФЛЯ?,тУфля%туфлЯ,тУфля,,7
45,4,Как правильно ставить ударение в слове ЦЕНТНЕР?,цЕнтнер%центнЕр,цЕнтнер,,7
46,4,Как правильно ставить ударение в слове ШАРФЫ?,шАрфы%шарфЫ,шАрфы,,7
47,4,Как правильно ставить ударение в слове ВЕРНА?,вернА%вЕрна,вернА,,10
48,4,Как правильно ставить ударение в слове КРАСИВЕЕ?,красИвее%красивЕе,красИвее,,12
49,4,Как правильно ставить ударение в слове КРАСИВЕЙШИЙ?,красИвейший%красивЕйший,красИвейший,,7
50,4,Как правильно ставить ударение в слове КУХОННЫЙ?,кУхонный%кухОнный,кУхонный,,7
51,4,Как правильно ставить ударение в слове ЛОВКА?,ловкА%лОвка,ловкА,,10
52,4,Как правильно ставить ударение в слове МОЗАИЧНЫЙ?,мозаИчный%мозАичный,мозаИчный,,8
53,4,Как правильно ставить ударение в слове ОПТОВЫЙ?,оптОвый%Оптовый,оптОвый,,7
54,4,Как правильно ставить ударение в слове ПРОЗОРЛИВЫЙ?,прозорлИвый%прозОрливый,прозорлИвый,,9
55,4,Как правильно ставить ударение в слове СЛИВОВЫЙ?,слИвовый%сливОвый,слИвовый,,7
56,4,Как правильно ставить ударение в слове БРАЛА?,бралА%брАла,бралА,,16
57,4,Как правильно ставить ударение в слове БРАЛАСЬ?,бралАсь%брАлась,бралАсь,,16
58,4,Как правильно ставить ударение в слове ВЗЯЛА?,взялА%взЯла,взялА,,16
59,4,Как правильно ставить ударение в слове ВЗЯЛАСЬ?,взялАсь%взЯлась,взялАсь,,16
60,4,Как правильно ставить ударение в слове ВЛИЛАСЬ?,влилАсь%влИлась,влилАсь,,16
61,4,Как правильно ставить ударение в слове ВОРВАЛАСЬ?,ворвалАсь%ворвАлась,ворвалАсь,,16
62,4,Как правильно ставить ударение в слове ВОСПРИНЯТЬ?,воспринЯть%воспрИнять,воспринЯть,,14
63,4,Как правильно ставить ударение в слове ВОСПРИНЯЛА?,воспринялА%воспрИняла,воспринялА,,16
64,4,Как правильно ставить ударение в слове ВОССОЗДАЛА?,воссоздалА%воссоздАла,воссоздалА,,16
65,4,Как правильно ставить ударение в слове ВРУЧИТ?,вручИт%врУчит,вручИт,,15
66,4,Как правильно ставить ударение в слове ГНАЛА?,гналА%гнАла,гналА,,16
67,4,Как правильно ставить ударение в слове ГНАЛАСЬ?,гналАсь%гнАлась,гналАсь,,16
68,4,Как правильно ставить ударение в слове ДОБРАЛА?,добралА%добрАла,добралА,,16
69,4,Как правильно ставить ударение в слове ДОБРАЛАСЬ?,добралАсь%добрАлась,добралАсь,,16
70,4,Как правильно ставить ударение в слове ДОЖДАЛАСЬ?,дождалАсь%дождАлась,дождалАсь,,16
71,4,Как правильно ставить ударение в слове ДОЗВОНИТСЯ?,дозвонИтся%дозвОнится,дозвонИтся,,15
72,4,Как правильно ставить ударение в слове ДОЗИРОВАТЬ?,дозИровать%дозировАть,дозИровать,,7
73,4,Как правильно ставить ударение в слове ЖДАЛА?,ждалА%ждАла,ждалА,,16
74,4,Как правильно ставить ударение в слове ЖИЛОСЬ?,жилОсь%жИлось,жилОсь,,7
75,4,Как правильно ставить ударение в слове ЗАКУПОРИТЬ?,закУпорить%закупОрить,закУпорить,,7
76,4,Как правильно ставить ударение в слове ЗАНЯЛ?,зАнял%занЯл,зАнял,,7
77,4,Как правильно ставить ударение в слове ЗАНЯЛА?,занялА%занЯла,занялА,,16
78,4,Как правильно ставить ударение в слове ЗАНЯЛИ?,зАняли%занЯли,зАняли,,7
79,4,Как правильно ставить ударение в слове ЗАПЕРЛА?,заперлА%зАперла,заперлА,,16
80,4,Как правильно ставить ударение в слове ЗАПЛОМБИРОВАТЬ?,запломбировАть%запломбИровать,запломбировАть,,14
81,4,Как правильно ставить ударение в слове ЗАЩЕМИТ?,защемИт%защЕмит,защемИт,,15
82,4,Как правильно ставить ударение в слове ЗВАЛА?,звалА%звАла,звалА,,16
83,4,Как правильно ставить ударение в слове ЗВОНИТ?,звонИт%звОнит,звонИт,,15
84,4,Как правильно ставить ударение в слове КЛАЛА?,клАла%клалА,клАла,,7
85,4,Как правильно ставить ударение в слове КРАЛАСЬ?,крАлась%кралАсь,крАлась,,16
86,4,Как правильно ставить ударение в слове КРОВОТОЧИТЬ?,кровоточИть%кровотОчить,кровоточИть,,14
87,4,Как правильно ставить ударение в слове ЛГАЛА?,лгалА%лгАла,лгалА,,16
88,4,Как правильно ставить ударение в слове ЛИЛА?,лилА%лИла,лилА,,16
89,4,Как правильно ставить ударение в слове ЛИЛАСЬ?,лилАсь%лИлась,лилАсь,,16
90,4,Как правильно ставить ударение в слове НАВРАЛА?,навралА%наврАла,навралА,,16
91,4,Как правильно ставить ударение в слове НАДЕЛИТ?,наделИт%надЕлит,наделИт,,15
92,4,Как правильно ставить ударение в слове НАДОРВАЛАСЬ?,надорвалАсь%надорвАлась,надорвалАсь,,16
93,4,Как правильно ставить ударение в слове НАЗВАЛАСЬ?,назвалАсь%назвАлась,назвалАсь,,16
94,4,Как правильно ставить ударение в слове НАКРЕНИТСЯ?,накренИтся%накрЕнится,накренИтся,,15
95,4,Как правильно ставить ударение в слове НАЛИЛА?,налилА%налИла,налилА,,16
96,4,Как правильно ставить ударение в слове НАРВАЛА?,нарвалА%нарвАла,нарвалА,,16
